duration,packet_count,byte_count,port,protocol,attack_type
3.57,71,82502,443,2,0
1.06,4635,296640,3057,1,3
0.64,17,22950,80,1,0
17.21,18459,1125999,80,1,1
2.16,125,73000,443,1,0
0.5,88,10824,80,1,0
2.95,10,1320,443,1,0
2.26,125,25375,443,1,0
0.11,67,87033,80,1,0
13.78,6478,369246,80,1,1
3.6,140,15540,443,2,0
3.08,13,14118,80,1,0
0.54,145,165590,80,2,0
1.53,1580,101120,1645,1,3
7.92,14371,1020341,80,1,1
3.65,147,217560,80,2,0
1.23,3249,207936,46899,1,3
4.2,62,26288,80,1,0
1.19,135,191970,80,1,0
19.65,7221,361050,80,1,1
37.29,1878,446964,22,1,2
2.87,146,78694,80,2,0
2.82,45,66150,80,2,0
2.59,102,127398,80,1,0
0.12,2630,168320,35814,1,3
4.67,23,32131,80,1,0
3.14,28,37716,80,2,0
2.07,124,15500,80,1,0
0.51,137,11371,80,1,0
0.39,141,187671,443,1,0
1.75,4213,269632,60020,1,3
1.4,144,34272,80,2,0
2.55,145,207640,80,2,0
2.16,84,84756,80,1,0
45.61,1167,291750,22,1,2
0.56,137,205363,80,2,0
4.96,50,71050,80,2,0
33.01,575,166750,22,1,2
26.96,749,200732,22,1,2
53.4,1614,238872,22,1,2
1.01,3923,251072,10391,1,3
3.71,56,48048,80,2,0
18.75,6335,335755,80,1,1
1.88,140,94080,443,2,0
19.73,552,75624,22,1,2
14.83,17380,903760,80,1,1
12.78,18548,1539484,80,1,1
2.73,128,181632,443,2,0
0.98,95,36670,443,2,0
2.35,49,10486,443,2,0
1.44,3373,215872,24343,1,3
0.55,4973,318272,64713,1,3
3.84,52,35880,80,1,0
1.69,60,67140,80,1,0
2.84,142,212290,80,1,0
11.84,15191,820314,80,1,1
43.15,1139,259692,22,1,2
4.25,127,189611,80,2,0
4.2,56,41384,443,1,0
53.71,1306,198512,22,1,2
16.22,5084,482980,80,1,1
1.38,147,41748,80,2,0
3.9,29,13775,80,2,0
1.14,101,23331,80,1,0
2.27,48,10416,443,2,0
1.13,45,24705,80,2,0
2.65,95,130340,443,1,0
17.98,770,180950,22,1,2
1.04,143,17875,80,1,0
5.72,11265,912465,80,1,1
2.43,53,64130,443,1,0
4.04,124,65224,443,1,0
4.84,114,48906,80,2,0
1.19,32,13536,443,2,0
16.42,19888,1173392,80,1,1
1.94,1479,94656,63205,1,3
0.28,112,24192,443,1,0
0.11,128,17280,443,2,0
41.63,967,144083,22,1,2
4.45,94,135736,443,2,0
1.53,38,54454,80,2,0
8.31,8488,619624,80,1,1
3.32,63,64449,443,1,0
0.59,35,8435,443,2,0
4.62,83,122508,80,1,0
10.49,18880,1491520,80,1,1
1.67,134,83482,80,1,0
3.53,133,146699,80,2,0
13.17,10774,517152,80,1,1
1.12,23,4324,443,1,0
17.84,15754,1276074,80,1,1
2.62,107,64842,443,2,0
0.19,2899,185536,4868,1,3
4.53,108,159732,443,2,0
3.73,73,97601,80,2,0
2.5,132,101376,80,1,0
1.2,19,4142,80,1,0
46.97,1177,177727,22,1,2
1.24,1803,115392,41483,1,3
4.52,144,172800,80,2,0
1.6,98,55762,443,1,0
11.7,18540,1168020,80,1,1
53.34,1222,229736,22,1,2
4.09,38,24282,443,1,0
2.14,57,62244,80,1,0
4.77,127,97028,80,2,0
3.32,13,10660,80,2,0
1.92,35,4340,443,2,0
2.04,141,91368,80,2,0
2.52,87,89871,80,1,0
6.83,14559,611478,80,1,1
3.89,86,89354,80,1,0
1.03,70,79310,80,1,0
3.07,148,85396,80,1,0
1.3,133,18487,443,2,0
1.13,89,14418,80,2,0
2.68,12,12120,443,1,0
1.8,141,154254,443,1,0
0.29,122,137982,80,1,0
0.88,35,42980,443,1,0
2.92,37,33115,80,1,0
34.7,881,112768,22,1,2
2.93,73,22484,443,2,0
11.55,675,172800,22,1,2
1.86,97,83032,80,2,0
2.72,148,83324,80,1,0
3.25,51,60843,80,2,0
2.45,14,17444,443,2,0
14.2,10562,844960,80,1,1
11.73,17003,1530270,80,1,1
19.99,11455,561295,80,1,1
3.36,92,106168,443,1,0
4.3,128,27520,80,1,0
0.76,69,63825,443,1,0
4.86,136,17272,80,1,0
4.43,82,72242,80,2,0
0.18,102,61812,443,1,0
1.18,65,37895,443,1,0
2.88,22,13244,443,2,0
8.66,9431,792204,80,1,1
1.5,4684,299776,3901,1,3
0.68,3828,244992,26353,1,3
0.73,117,118287,443,2,0
1.44,121,29403,80,1,0
1.1,50,46100,443,2,0
17.96,19711,1931678,80,1,1
1.95,88,79200,443,1,0
2.72,59,28497,80,1,0
26.67,915,157380,22,1,2
0.8,140,45500,443,2,0
4.57,100,119400,80,1,0
2.53,15,21405,443,1,0
2.32,150,197100,80,1,0
2.79,82,52316,443,2,0
1.3,53,70914,80,2,0
1.03,23,1656,443,2,0
4.86,79,10112,443,2,0
10.23,909,108171,22,1,2
1.42,16,2160,80,2,0
2.83,124,166284,80,2,0
1.06,121,179443,80,2,0
1.9,3875,248000,4405,1,3
4.67,66,75372,80,1,0
1.5,81,52164,443,1,0
55.28,874,100510,22,1,2
52.0,1593,458784,22,1,2
4.09,104,42744,443,1,0
14.68,931,279300,22,1,2
0.95,30,32010,443,2,0
4.13,59,10266,443,1,0
3.97,96,19488,80,2,0
1.11,50,35800,443,1,0
17.57,9952,408032,80,1,1
1.65,107,71262,443,1,0
1.29,127,98552,80,2,0
12.77,6857,589702,80,1,1
18.82,12120,521160,80,1,1
2.59,113,142041,80,1,0
1.94,147,161406,80,2,0
4.49,107,79929,443,1,0
8.71,15882,905274,80,1,1
2.99,84,38472,443,2,0
0.76,2958,189312,59045,1,3
1.75,79,42660,80,1,0
3.17,59,59000,80,2,0
0.63,72,93024,443,1,0
1.7,48,38448,80,1,0
3.27,106,57558,80,2,0
1.12,3353,214592,65269,1,3
0.34,85,66555,443,2,0
3.29,49,11956,80,2,0
8.72,8953,698334,80,1,1
2.36,35,9065,80,2,0
13.09,11345,816840,80,1,1
3.99,141,28341,443,1,0
2.8,53,74889,80,1,0
4.75,31,45756,443,1,0
2.4,23,25415,80,1,0
1.9,1226,78464,16005,1,3
4.65,72,8064,443,2,0
1.3,104,102024,80,2,0
0.33,10,3490,80,1,0
2.12,69,101154,80,1,0
57.98,1611,415638,22,1,2
4.2,147,165816,80,1,0
4.32,35,7280,80,1,0
1.41,1947,124608,41163,1,3
2.87,57,48507,80,2,0
1.11,3066,196224,2146,1,3
3.42,75,107025,443,1,0
3.02,59,4307,443,2,0
0.45,11,1419,80,2,0
18.71,8197,549199,80,1,1
0.27,1576,100864,35168,1,3
4.57,54,64584,443,2,0
1.67,133,47747,80,2,0
1.01,141,119709,443,2,0
0.44,59,70564,443,1,0
2.74,11,14993,80,1,0
1.5,4118,263552,20918,1,3
2.58,37,40700,443,1,0
2.42,141,71487,443,2,0
2.64,63,27090,443,1,0
2.22,61,25254,80,2,0
2.59,28,32648,443,1,0
2.56,39,40755,443,1,0
39.72,525,77175,22,1,2
2.4,93,126201,443,2,0
4.44,90,53820,80,1,0
2.55,125,54500,443,1,0
13.31,1315,364255,22,1,2
7.87,7928,689736,80,1,1
4.25,83,116698,443,1,0
19.56,10910,992810,80,1,1
1.43,123,125460,80,1,0
0.28,49,10094,443,2,0
1.16,25,23900,80,1,0
0.76,122,96380,80,1,0
2.86,66,21978,443,1,0
0.24,2898,185472,51879,1,3
34.02,814,128612,22,1,2
3.18,28,5936,443,1,0
1.66,105,140910,80,1,0
1.02,45,39555,80,2,0
4.32,80,52400,443,2,0
4.62,37,16983,443,1,0
2.76,56,37184,443,2,0
0.6,54,50544,443,2,0
56.71,1898,465010,22,1,2
3.76,75,93075,443,2,0
2.52,142,68018,80,2,0
10.63,16687,884411,80,1,1
1.6,40,6920,443,2,0
0.66,120,153120,443,1,0
3.61,96,121056,443,2,0
2.29,125,50375,80,1,0
13.01,14260,1183580,80,1,1
2.41,131,181828,80,2,0
4.08,49,9310,80,2,0
55.4,1385,207750,22,1,2
16.14,665,192185,22,1,2
22.49,503,50300,22,1,2
0.34,102,134232,443,1,0
2.89,98,119364,80,1,0
1.95,1339,85696,18942,1,3
19.06,10710,910350,80,1,1
2.84,59,86199,443,1,0
2.6,40,47720,443,2,0
4.69,138,127650,443,2,0
0.38,1718,109952,17608,1,3
4.67,47,63262,80,2,0
1.29,56,56336,80,2,0
1.21,125,110375,443,1,0
4.23,31,16988,443,1,0
44.76,716,92364,22,1,2
3.3,67,39798,80,1,0
8.49,17614,704560,80,1,1
1.76,1589,101696,3853,1,3
1.25,111,89910,80,2,0
4.21,117,69498,443,2,0
4.77,27,32238,443,1,0
7.03,18870,773670,80,1,1
1.7,41,16195,443,2,0
4.32,122,95404,443,1,0
12.79,15070,1491930,80,1,1
2.78,107,98440,443,1,0
0.56,3534,226176,63672,1,3
3.75,108,130356,80,2,0
0.27,130,46540,80,2,0
3.35,36,8352,80,2,0
5.32,14301,1329993,80,1,1
4.7,121,177749,443,1,0
25.52,672,128352,22,1,2
1.03,4684,299776,57936,1,3
0.13,70,87010,443,1,0
0.62,3449,220736,23172,1,3
1.31,45,49725,80,1,0
1.31,82,64780,80,2,0
0.43,79,115103,80,1,0
13.53,1599,244647,22,1,2
0.91,26,2522,80,1,0
3.05,112,145488,80,1,0
3.18,33,33990,443,1,0
1.04,28,16576,80,2,0
1.27,26,30472,443,2,0
10.41,1737,376929,22,1,2
51.54,1184,286528,22,1,2
2.7,40,56640,443,1,0
0.67,4232,270848,36080,1,3
4.4,69,62859,443,1,0
1.38,3371,215744,44659,1,3
1.5,77,72534,443,2,0
4.17,146,80446,443,1,0
3.57,76,55100,443,2,0
44.28,667,111389,22,1,2
2.84,41,30258,80,2,0
2.94,31,17701,80,1,0
2.64,109,150747,443,1,0
0.62,125,85625,443,1,0
3.6,28,29456,80,2,0
18.73,11355,579105,80,1,1
59.3,1319,179384,22,1,2
4.64,103,150380,80,2,0
15.2,15784,1152232,80,1,1
0.43,117,102375,443,2,0
43.22,1866,363870,22,1,2
16.33,1896,293880,22,1,2
3.82,66,52536,443,1,0
19.81,7895,418435,80,1,1
0.76,104,12272,80,1,0
3.53,12,12780,443,2,0
27.46,1396,335040,22,1,2
1.41,99,74547,443,1,0
1.99,107,52644,80,2,0
2.97,121,117007,443,2,0
58.34,1498,368508,22,1,2
1.72,78,12792,443,2,0
4.49,31,29450,443,1,0
7.73,9488,550304,80,1,1
53.03,1302,195300,22,1,2
4.22,108,74088,443,1,0
0.66,105,16485,443,2,0
2.22,94,59784,80,1,0
2.95,131,128249,80,2,0
0.6,69,15111,443,2,0
7.51,12832,1206208,80,1,1
1.26,128,81792,443,1,0
2.54,23,26795,80,2,0
2.01,66,77616,443,2,0
18.47,1902,452676,22,1,2
1.55,97,22698,80,1,0
1.5,2047,131008,18278,1,3
2.61,102,52530,443,1,0
3.11,147,55860,80,1,0
2.71,71,26128,80,2,0
1.82,94,130660,443,2,0
1.27,94,36942,443,1,0
3.59,19,13224,443,1,0
2.66,57,19950,443,2,0
26.88,890,117480,22,1,2
2.66,139,36140,443,2,0
45.88,1080,123120,22,1,2
3.17,136,50864,80,1,0
4.34,17,21743,80,1,0
4.79,123,13899,443,1,0
0.85,126,174258,443,1,0
3.73,100,81400,443,1,0
0.91,145,16385,443,2,0
4.55,146,114902,80,1,0
1.8,64,4224,443,1,0
1.77,122,130052,80,2,0
1.31,1661,106304,45884,1,3
18.97,976,141520,22,1,2
18.49,6789,359817,80,1,1
11.65,8061,564270,80,1,1
0.85,69,12696,80,2,0
0.44,59,18703,80,1,0
1.25,1685,107840,39809,1,3
4.79,138,163944,443,2,0
0.87,146,158848,80,2,0
3.67,89,25009,443,1,0
1.27,22,10890,80,1,0
3.71,97,91762,80,1,0
38.72,564,157356,22,1,2
2.95,68,19448,443,1,0
2.97,31,29512,443,1,0
0.66,4686,299904,22600,1,3
3.81,99,114444,80,2,0
4.18,101,17473,80,1,0
2.63,52,76752,443,2,0
11.57,5579,524426,80,1,1
1.07,1476,94464,25658,1,3
0.24,81,12555,443,1,0
20.31,1576,378240,22,1,2
2.42,86,22188,80,2,0
1.44,2975,190400,17030,1,3
15.87,6162,289614,80,1,1
36.41,819,163800,22,1,2
1.48,136,102408,80,2,0
1.01,1712,109568,14685,1,3
12.68,6105,409035,80,1,1
4.53,26,12506,443,1,0
28.3,1847,188394,22,1,2
4.73,66,79596,443,2,0
50.73,1837,367400,22,1,2
4.63,65,11245,80,2,0
15.78,12631,846277,80,1,1
4.96,81,74115,443,2,0
2.71,58,43500,80,1,0
2.44,98,9212,443,1,0
0.68,98,9310,443,2,0
0.18,62,25296,80,1,0
3.72,45,65385,80,2,0
3.43,22,30690,443,1,0
2.28,41,9553,80,1,0
3.6,142,134474,80,1,0
6.97,7406,296240,80,1,1
4.33,71,46221,80,2,0
0.71,2506,160384,2752,1,3
27.88,605,141570,22,1,2
4.36,12,15612,80,2,0
4.3,85,126820,80,2,0
21.04,1475,241900,22,1,2
0.29,111,151959,443,1,0
0.87,34,35428,443,2,0
3.77,56,5936,443,2,0
15.31,15540,699300,80,1,1
3.29,98,133966,443,2,0
4.76,59,53041,80,2,0
0.49,4610,295040,5290,1,3
51.54,865,249120,22,1,2
4.78,137,13700,443,2,0
1.83,84,40656,80,2,0
12.57,805,168245,22,1,2
3.47,139,12510,80,2,0
4.91,83,52954,80,2,0
1.04,134,121672,80,2,0
1.77,3086,197504,63371,1,3
3.96,77,106568,80,2,0
43.3,972,263412,22,1,2
51.06,677,176020,22,1,2
4.48,89,91225,443,1,0
4.93,85,63240,443,2,0
3.4,13,17303,443,2,0
1.75,148,218152,443,1,0
4.62,75,93600,443,2,0
13.58,5160,258000,80,1,1
1.44,21,4683,443,1,0
21.36,1066,170560,22,1,2
0.62,125,133875,443,2,0
2.57,131,165715,80,2,0
3.96,49,42238,443,1,0
2.6,88,72336,443,1,0
8.6,18706,1870600,80,1,1
4.18,120,117960,80,1,0
0.56,31,26226,443,1,0
2.96,148,163392,80,1,0
0.74,62,92318,443,2,0
3.68,124,112592,80,1,0
3.4,116,92916,80,2,0
1.77,2667,170688,63549,1,3
4.76,95,112100,443,2,0
9.66,10062,855270,80,1,1
4.04,80,118000,80,1,0
2.61,32,24128,443,2,0
4.85,17,16932,80,2,0
3.2,128,48512,80,1,0
0.34,136,58616,443,2,0
0.75,99,142758,80,1,0
2.7,68,56576,80,1,0
2.08,50,46850,80,2,0
2.55,134,134670,80,1,0
1.09,1252,80128,5665,1,3
0.97,87,114318,80,1,0
3.27,113,128255,443,1,0
3.22,88,42416,80,1,0
0.68,12,4968,443,1,0
0.77,45,42930,443,1,0
4.7,121,100793,443,2,0
1.47,104,130312,443,1,0
2.77,90,114480,80,2,0
1.96,146,168776,80,2,0
2.81,109,91778,443,2,0
2.58,128,64000,80,1,0
1.51,40,20160,80,2,0
3.59,65,55250,443,2,0
26.63,833,169099,22,1,2
1.23,84,99792,443,2,0
1.46,62,48980,443,1,0
1.88,23,22264,443,1,0
0.73,1523,97472,63109,1,3
0.92,30,5880,80,2,0
1.69,61,68137,443,1,0
0.6,74,91168,80,1,0
0.53,12,6132,80,1,0
3.7,137,122204,80,1,0
3.67,134,183446,80,1,0
26.9,1408,152064,22,1,2
1.6,120,91800,443,2,0
7.43,17944,1094584,80,1,1
0.72,2458,157312,50772,1,3
4.23,29,35206,443,2,0
4.68,93,10230,443,2,0
4.13,108,71064,443,2,0
3.35,106,150202,80,1,0
0.12,119,131495,80,2,0
0.67,4806,307584,4168,1,3
13.17,13280,1062400,80,1,1
1.33,137,111655,443,1,0
1.88,120,118920,80,2,0
33.88,1580,417120,22,1,2
0.52,3098,198272,16068,1,3
35.26,1927,262072,22,1,2
4.1,145,126150,443,1,0
0.19,74,49284,443,1,0
3.2,55,81565,443,1,0
2.28,106,53742,80,2,0
4.17,58,9454,80,1,0
3.54,139,207110,443,1,0
4.27,140,102480,443,2,0
0.56,27,5319,443,1,0
4.35,108,16308,80,2,0
2.45,148,56536,443,1,0
4.69,44,46596,443,2,0
1.15,115,158700,443,2,0
1.05,55,4125,443,1,0
15.94,7453,536616,80,1,1
3.47,30,19020,443,1,0
0.67,15,3090,443,2,0
1.96,96,55872,80,1,0
1.34,2882,184448,28519,1,3
0.69,120,104880,443,2,0
3.03,131,36418,80,1,0
2.21,45,7290,443,1,0
3.43,116,65540,80,1,0
2.21,38,40546,443,2,0
1.47,93,106485,443,2,0
0.85,4185,267840,39129,1,3
3.84,38,3192,443,1,0
36.7,1775,473925,22,1,2
7.45,6768,460224,80,1,1
4.25,46,54418,443,2,0
0.78,4986,319104,12225,1,3
0.91,24,4680,80,2,0
4.98,96,7008,443,2,0
3.52,78,74412,80,1,0
3.58,98,80654,80,1,0
2.58,64,85952,443,1,0
3.05,67,94671,80,1,0
1.41,94,91744,443,2,0
2.96,14,16100,80,1,0
1.43,117,90558,80,2,0
4.34,137,60554,80,2,0
1.27,138,79626,443,2,0
2.92,146,81906,80,1,0
15.07,8776,544112,80,1,1
2.46,123,123492,80,2,0
25.3,911,175823,22,1,2
2.51,28,7840,443,1,0
3.18,138,195684,80,1,0
2.31,142,65320,80,1,0
4.14,73,99280,80,1,0
1.73,148,109224,443,1,0
5.39,9403,733434,80,1,1
4.71,116,38280,443,2,0
5.8,19478,993378,80,1,1
28.53,1798,514228,22,1,2
41.11,1878,291090,22,1,2
0.69,3891,249024,14456,1,3
0.46,87,83085,80,2,0
3.18,149,26075,443,1,0
2.48,12,15960,80,2,0
4.2,63,31437,443,1,0
0.19,55,65450,80,1,0
10.55,13847,1121607,80,1,1
1.64,34,10268,80,2,0
2.52,115,83835,443,2,0
2.17,145,48720,443,2,0
1.51,56,69776,80,1,0
2.98,120,11040,443,1,0
34.87,586,163494,22,1,2
3.41,104,45240,80,2,0
3.25,104,146432,80,2,0
0.62,90,109440,443,1,0
3.41,45,4050,443,2,0
4.76,141,79242,443,2,0
3.44,105,98700,80,2,0
0.6,36,45972,443,1,0
1.9,66,39996,443,1,0
1.68,126,133434,443,2,0
2.27,38,15542,80,1,0
1.92,144,73728,80,1,0
3.93,25,27925,443,1,0
4.07,123,174045,80,1,0
1.56,4596,294144,6640,1,3
2.12,105,112035,80,1,0
1.62,98,131222,80,2,0
4.21,25,11025,443,2,0
0.91,55,59895,443,2,0
0.15,85,103445,80,2,0
3.16,139,115370,80,1,0
0.98,2004,128256,57450,1,3
1.49,138,141174,80,1,0
0.83,76,34808,80,1,0
2.53,91,26572,80,2,0
3.47,60,9120,443,2,0
1.75,28,15400,80,1,0
4.57,75,31500,80,2,0
13.64,16512,1007232,80,1,1
4.14,143,125411,80,1,0
2.09,123,59409,80,2,0
0.69,1814,116096,35690,1,3
4.3,67,60233,80,1,0
0.3,4769,305216,49124,1,3
1.22,139,76311,80,1,0
59.45,560,99120,22,1,2
3.37,107,65805,80,1,0
16.13,1696,356160,22,1,2
1.48,3906,249984,7806,1,3
4.93,111,37074,443,2,0
1.42,4694,300416,11024,1,3
3.79,145,185165,80,1,0
0.49,24,21984,443,2,0
3.51,92,66976,80,1,0
0.41,11,14366,80,2,0
0.47,81,17415,443,1,0
1.76,150,163800,80,2,0
4.34,129,82044,80,1,0
13.14,15114,1299804,80,1,1
25.86,1730,235280,22,1,2
1.16,32,39232,443,2,0
2.07,78,31512,80,1,0
3.39,61,90280,80,1,0
2.82,24,26928,443,2,0
4.23,134,142308,443,1,0
1.53,57,69141,80,2,0
2.97,97,113199,443,1,0
0.13,3455,221120,2140,1,3
2.18,145,165300,443,1,0
0.79,41,38827,443,2,0
3.2,139,81732,443,2,0
1.52,113,123509,443,1,0
0.97,81,105462,443,1,0
0.36,14,2338,80,2,0
3.09,79,95274,80,1,0
1.97,25,14000,80,1,0
1.23,2887,184768,55548,1,3
47.52,869,218988,22,1,2
2.52,97,29003,80,2,0
0.73,56,49784,443,1,0
3.54,40,11480,80,2,0
0.63,141,100533,80,1,0
4.62,128,94592,80,1,0
4.91,32,17376,443,2,0
0.29,128,56192,443,2,0
3.95,69,46299,443,1,0
2.91,68,12376,80,1,0
1.04,2428,155392,55613,1,3
1.12,1867,119488,39139,1,3
19.44,12708,762480,80,1,1
2.46,121,125356,443,2,0
47.78,688,156864,22,1,2
0.71,73,56137,80,1,0
5.97,7577,689507,80,1,1
2.25,14,11802,80,2,0
14.89,6933,346650,80,1,1
0.48,117,106236,443,2,0
18.43,677,141493,22,1,2
1.15,1681,107584,56363,1,3
0.72,140,32900,443,2,0
4.5,44,52228,443,1,0
1.73,4909,314176,25331,1,3
0.79,47,29845,80,1,0
32.73,1459,428946,22,1,2
3.68,34,38216,80,2,0
0.95,69,98670,443,1,0
3.67,32,40192,80,1,0
2.41,114,145122,80,1,0
9.31,16329,1632900,80,1,1
2.2,17,17782,443,1,0
4.18,79,8453,80,2,0
3.78,144,99072,443,2,0
1.86,107,117058,80,1,0
50.15,984,220416,22,1,2
1.78,3339,213696,61340,1,3
3.22,37,22829,443,2,0
36.47,1326,230724,22,1,2
9.31,8847,442350,80,1,1
1.68,27,28296,80,1,0
1.75,2203,140992,41773,1,3
3.2,55,35805,80,2,0
1.07,120,173760,80,2,0
57.24,1376,169248,22,1,2
0.86,59,82659,443,2,0
19.52,917,119210,22,1,2
38.79,1327,226917,22,1,2
4.18,138,100050,443,1,0
50.81,595,69615,22,1,2
3.91,47,4465,443,1,0
0.49,65,23075,80,1,0
4.13,127,145288,443,1,0
1.19,2355,150720,55301,1,3
0.37,32,7200,80,2,0
4.86,92,59800,443,1,0
2.88,110,111210,80,2,0
8.7,8255,487045,80,1,1
4.02,127,173990,443,2,0
4.79,23,4715,443,1,0
1.96,49,3675,80,1,0
2.75,32,4896,443,2,0
19.36,1221,365079,22,1,2
3.1,123,80934,443,1,0
4.3,108,10368,80,1,0
1.05,2859,182976,30421,1,3
0.52,138,105432,80,1,0
0.65,3592,229888,62708,1,3
1.04,66,29172,443,1,0
33.87,1485,197505,22,1,2
1.53,91,135044,80,2,0
4.23,108,38664,80,1,0
17.48,10291,905608,80,1,1
36.93,833,114121,22,1,2
16.08,12848,886512,80,1,1
1.61,82,7790,80,2,0
19.17,16280,1221000,80,1,1
9.09,6978,362856,80,1,1
1.91,20,29100,80,2,0
6.79,14466,1417668,80,1,1
29.27,604,175764,22,1,2
4.94,93,134106,443,2,0
1.91,91,35854,80,1,0
2.11,40,45440,80,1,0
3.96,142,208740,443,2,0
2.7,31,26319,80,2,0
1.53,85,32470,80,1,0
1.27,10,5960,443,1,0
2.57,149,198468,80,2,0
4.11,146,106288,443,2,0
11.09,1106,226730,22,1,2
0.67,1409,90176,22509,1,3
3.16,104,16744,443,1,0
0.39,1565,100160,39342,1,3
4.83,135,166455,443,1,0
4.68,51,4590,443,2,0
0.31,58,25636,80,1,0
0.65,144,215568,443,2,0
17.56,11891,1177209,80,1,1
17.4,12896,760864,80,1,1
0.48,128,157312,443,1,0
3.29,121,26015,80,2,0
3.83,22,8800,80,1,0
0.68,89,81079,443,2,0
2.43,114,9348,80,1,0
2.9,40,53080,80,1,0
22.49,518,135716,22,1,2
1.34,2571,164544,42664,1,3
4.93,80,29680,443,1,0
0.57,4569,292416,57405,1,3
3.95,16,2496,443,2,0
2.6,150,103050,443,2,0
2.59,112,133728,443,2,0
2.27,29,35583,443,1,0
0.67,2894,185216,1773,1,3
4.82,50,39300,80,2,0
1.69,103,89301,80,1,0
4.46,91,28665,80,1,0
3.98,86,25542,80,2,0
13.22,1609,230087,22,1,2
1.53,43,4343,443,2,0
1.01,12,4776,80,1,0
1.52,12,15324,80,2,0
2.39,55,10835,443,1,0
0.42,149,105194,443,2,0
3.37,121,167948,80,2,0
3.35,78,39234,443,1,0
15.5,19513,1112241,80,1,1
53.01,950,171950,22,1,2
28.82,1865,548310,22,1,2
0.17,28,13020,443,1,0
1.7,104,66560,443,2,0
4.12,79,69204,80,2,0
12.22,8349,367356,80,1,1
1.29,147,158613,443,2,0
1.4,71,65888,80,2,0
3.09,51,16830,80,1,0
2.9,126,95004,443,2,0
1.78,125,118375,80,2,0
3.02,79,106018,443,2,0
8.97,16818,1345440,80,1,1
3.64,70,15680,80,1,0
3.15,73,54239,443,2,0
0.69,30,9840,443,2,0
4.87,35,2730,80,1,0
1.24,62,87854,443,2,0
14.59,18521,833445,80,1,1
2.1,143,96239,80,2,0
41.18,1803,256026,22,1,2
1.86,66,29568,80,2,0
1.14,88,55088,80,1,0
11.76,18401,1380075,80,1,1
4.07,115,69460,443,2,0
3.17,42,39522,443,2,0
3.99,78,32682,443,1,0
2.22,148,90576,443,2,0
30.29,1382,152020,22,1,2
5.0,105,86625,80,1,0
7.87,9684,484200,80,1,1
50.18,1547,292383,22,1,2
1.94,67,44421,80,1,0
0.46,4318,276352,15209,1,3
2.55,10,12530,80,2,0
0.6,4651,297664,16782,1,3
1.37,46,7452,443,2,0
2.14,71,64255,443,1,0
2.78,10,9610,80,2,0
3.78,145,197490,443,2,0
2.7,62,57288,80,1,0
9.9,7368,523128,80,1,1
4.8,37,12284,80,2,0
0.66,105,37065,80,1,0
7.12,14305,615115,80,1,1
1.39,65,71825,443,1,0
0.12,4370,279680,38949,1,3
12.58,5053,474982,80,1,1
0.38,3707,237248,5617,1,3
11.87,15157,1303502,80,1,1
3.99,94,109792,443,2,0
4.83,73,94900,80,1,0
6.29,16289,749294,80,1,1
2.23,119,101507,80,1,0
3.78,128,18944,443,2,0
4.19,82,17712,443,2,0
0.29,1305,83520,19223,1,3
3.45,58,73660,443,2,0
3.28,72,50040,80,1,0
3.8,124,132060,443,1,0
1.07,110,117370,80,1,0
3.71,108,161028,80,2,0
2.65,43,35346,443,1,0
4.33,106,135362,80,1,0
18.81,12514,1076204,80,1,1
0.19,138,167532,443,1,0
52.51,1762,350638,22,1,2
45.16,955,121285,22,1,2
3.5,120,56160,443,1,0
3.92,101,17877,80,1,0
3.8,21,11487,80,2,0
42.33,1337,272748,22,1,2
4.18,84,115920,443,2,0
1.3,27,25272,443,1,0
0.99,133,84854,80,2,0
3.0,73,61904,80,1,0
2.09,140,172900,443,1,0
1.93,42,16086,80,1,0
13.95,15248,747152,80,1,1
1.42,16,11504,80,1,0
1.36,66,89628,443,1,0
0.54,58,40310,80,2,0
14.6,7068,303924,80,1,1
0.48,18,11736,80,1,0
44.48,1968,549072,22,1,2
2.76,52,53456,443,2,0
3.29,131,9694,80,2,0
4.02,37,11544,80,1,0
4.71,94,12220,80,2,0
0.33,124,47368,80,2,0
3.76,135,10125,80,2,0
58.58,1436,360436,22,1,2
3.65,148,192252,80,1,0
4.64,123,100245,80,1,0
1.21,51,73695,80,1,0
3.92,37,26196,80,2,0
0.54,71,10082,80,2,0
3.8,24,4200,80,2,0
3.44,109,148894,443,2,0
3.12,68,36244,80,2,0
4.96,56,63840,80,1,0
4.78,104,111800,443,1,0
2.08,73,12775,80,2,0
0.58,34,5950,80,1,0
0.92,2599,166336,15899,1,3
4.8,62,60078,80,2,0
3.88,86,29842,443,1,0
0.73,20,3180,443,2,0
6.91,5488,296352,80,1,1
8.92,10265,810935,80,1,1
1.04,102,120768,443,2,0
0.24,2591,165824,25830,1,3
2.15,71,96702,80,1,0
3.93,42,56070,443,2,0
18.05,13760,1224640,80,1,1
24.35,900,133200,22,1,2
3.48,12,3960,80,2,0
3.46,107,132252,80,1,0
3.1,70,91000,80,1,0
0.73,146,133882,80,1,0
18.69,18406,993924,80,1,1
3.63,32,43168,443,2,0
2.01,50,69250,443,1,0
4.58,43,39216,80,2,0
4.23,12,5700,443,2,0
1.68,63,35280,80,2,0
2.26,29,29696,80,1,0
1.16,1222,78208,18974,1,3
40.27,1807,247559,22,1,2
1.2,136,187544,443,2,0
23.43,1880,263200,22,1,2
18.63,7836,579864,80,1,1
17.94,5979,251118,80,1,1
